,follows_target,n_followers,n_following,n_posts,posts_over_time,bio,post_1_content,post_2_content,post_3_content,likes_post_1,comments_post_1,likes_post_2,comments_post_2,likes_post_3,comments_post_3,likes_post_4,comments_post_4,likes_post_5,comments_post_5,post_4_content
lily_and_rose_groningen,,334.0,82.0,215.0,1.0,"Cosmetica, servies en cadeauwinkel in Groningen.","lily_and_rose_groningen
De Lang kalenders voor 2021 zijn weer binnen gekomen !! #lang #kalender #kalender2021 #lily_and_rose_groningen #folkingestraat #groningencity #wijzijnopen #wijhoudenafstand
3w","lily_and_rose_groningen
Bevrijdingsdag 5 Mei zijn wij open van 10:00-18:00 uur 🇳🇱#blondamsterdam #bevrijdingsdag #groningencity #folkingestraat #lily_and_rose_groningen #wijzijnopen #moederdagcadeau #wijhoudenafstand
6w","lily_and_rose_groningen
Geur van de maand Mei Vanilla Cupcake en Sun-Drenched Apricot Rose !! #yankeecandle #geurvandemaand ##homefracenses ##vanillacupcake #fragranceofthemonth #moederdagcadeau #wijzijnopen #mum #rose #apricot #folkingestraat #groningencity
6w",,,1.0,,1.0,,1.0,,,,
jiskasnijders_,1.0,110.0,361.0,18.0,1.0,🐇x2📍The Netherlands 🇳🇱🏐❤🎈14 years,"jiskasnijders_
❤🐶
#dog #lovemydog #gappie #love #loveyou #doghugs #dogkisses
1w","jiskasnijders_
Stay positive. Attitude is everything❤🧡💛💚💙💜🖤
#positivevibes #attitude #everything #alllivesmatter #blacklivesmatter #summer #justiceforgeorgefloyd #justiceforfloyd #lovemyblackfamily #staysafe #stayhome #staystrong #stopracism #love #loveyou #loveall #loveyourself #loveit❤️ #loveothers #photography
2w","jiskasnijders_
Being yourself is the prettiest thing you can be❤
#beyourselfie #selfie #pretty #love #loveyou #loveit❤️ #loveyourself #prettythings
3w",,,1.0,,1.0,,,,,,
bettelaurijssen,1.0,41.0,474.0,1.0,,,,,,,,1.0,,1.0,,,,,,
dorigoesminimal,1.0,201.0,222.0,190.0,1.0,"👩🏻‍💻 #minimalism blog helping you live a #sustainable life ❤️live, love, travel, work👇🏻Check my blog for useful tips","dorigoesminimal
EN below
Nem egészen így képzeltem el a várandósság utolsó hónapjait... sokkal inkább az énidő, Netflix filmek, szabadban töltött finom vacsorák, családi pillanatok, sütögetés a barátokkal programok mentén, utóbbiak persze még némi csináldmagad programban is részt vettek volna velem a babák számára, és csacsoghattam volna velük bármennyit a csodás tavaszi időben virgin mojitót kortyolgatva.

Hála a koronavírusnak és a terhességi diabétesznek mindebből az énidő és a Netflix maradt.
Nem jó, de nem is tragikus. Most már csak azt kívánnám igazából, hogy valaki végezze el helyettem a babák miatt szükséges dolgok online beszerzését, mert elegem van, hogy bolondnak néznek, akinek mindent meg kéne vásárolnia, árra való tekintet nélkül. Várandós vagyok, nem hülye. ................................................................................................................................................................This is not exactly how I imagined I would spend the last couple of months of my pregnancy... I was dreaming about some me time, Netflix movies, outdoor dinners in nice restaurants, family moments, bbq nights with friends, who can also help with some DIY stuff for the babies, who I can with chat in the beautiful spring and drink virgin mojitos.

Thanks to corona virus and pregnancy diabetes what remained are me time and Netflix.
Not great, not terrible. I just wish someone could do all the online baby shopping instead of me, I am fed up with being the idiot who should purchase everything for every price... I am pregnant not stupid. .
.
.

#dorigoesminimal #minimalmood #minimalistaanya #ikeranya #ikerterhesség #fuckkoronavírus😡😡😡 #minimalistmom #leendőanyuka
#minimalmom #twinmom #twinmummy #coronavirustime #fuckcoronavírus🖕 #twinpregnancy #dreamon #pregnantincoronatime #pregnantnotstupid #enjoywhatyouhave #koronavírus #quarantinepregnancy2020
8w","dorigoesminimal
Morning walks are the best when mornings are chilly 😀 and when walks are obligatory because of #pregnancydiabetes 🤦🏻‍♀️. Your blood glucose level is the highest after breakfast so a morning walk can help.
But as always I’m trying to find the beauty in everything, Iike easy to avoid people early in the morning in #coronovirustimes, observing the faces of spring, doing some walking everyday which is healthy. And I have to admit even getting up early because of the strict diet rutine has it’s benefits. And am quite sure it’s good for my boys.
And who cares you are in leggings and wear the same sneakers always? I can stay as comfy as I want ;). .
.
.
.

#dorigoesminimal #twinmom #twinpregnancy #morningwalks #coronatime #springmorning #springmornings #twinmomlife #gestationaldiabetespregnancy #healthytwinmom #healthytwinmummy #enjoythewalk #enjoywalks #minimalmomstyle #minimalistmummy #staycomfy #whocareswhatpeoplethink #enjoyyourself
8w","dorigoesminimal
I’ve put myself on hold for a few months, reasons are I simply didn’t feel the drive to post, I needed time and my body needed me to survive 😀 for the obvious reasons.

Being minimal and eco conscious on one hand goes great, in some aspects it’s even easier to live it in quarantine times, on the other hand I need to be extra protective and this means I have to use more plastic when shopping. I am absolutely not happy with it, but safety first.

My next big step is going minimal as a mom of two boys 👶🏻👶🏻, wish me luck! Now I am at the apartment reorganising and baby stuff purchasing period, both are challenging as we will have not only one, but two new housemates in a small apartment. I will share with you the results and details of this journey.

Take care and happy Easter 🐣everyone! .
.
.
.
#twinmomlife #twinsarrivingsoon #quaratinespringbreak #springinquarantine #minimalmom #minimaljourney #survivepregnancy #twinpregnancy #minimalgoals #minimalistpregnancy #dorigoesminimal #soontobemommy #quarantinelife #backtoinstagram #wishmeluck🍀 #backtoinsta #springinquarantine
9w",,,1.0,,,,,,,,
sofiahelvetia,1.0,321.0,467.0,26.0,,Freiburg 📌,,,,,,1.0,,,,,,,,
paularecouso,,787.0,817.0,124.0,1.0,🍃 Tengo sueño(s) y escribo a veces⚡ Publicidad y RR.PP.⛸️ Patinaje artístico📍 A Coruña,"paularecouso
🌊 PEIXES DE MAR 🌊
-
A realidade é que ti máis eu sempre fomos peixes de mar. De deixarnos levar. De subidas e baixadas, coma as mareas. De sentirnos libres nunha praia baleira e de subir ao coche e deixalo todo cheo de area, porque que máis dá. Gústannos as ondas e o salitre no pelo, a pel temperada ao sol, e tamén a brisa. A cor que se nos pon nas meixelas e se nos reflexa nos ollos buscando un solpor en calquera porto de mar. Porque somos así, peixes nun mar tan grande que só buscan explorar, percorrer, navegar... sen esquecer a costa á que pertencen. Somos quen de naufragar nun bico nunha noite de San Xoán e de atopar grandes historias entre as cunchas. Danos igual estar nas Rías Altas que nas Baixas, sempre e cando poidamos atoparnos na Costa da Morte dos nosos medos. Loitamos contra vento e marea polos nosos, polo noso, e non deixamos que as treboadas nos fagan esvarar. A brétema tampouco nos fai perder o rumbo. Somos así, de ideas fixas coma faros que conversan co mar. A realidade é que ti máis eu somos peixes. Acompáñasme a nadar?
-
Pd: Este ía ser o verán dos festis, e esa, a camisa ""cool"" para disfrutar deles. Outro será 😪

#galicia #engalego #galego #pixesdemar #galiza
5d","paularecouso
+24 🥳

Podría poner cosas intensas pero para intensa ya estoy yo, también podría haber ido a comprar globos de 24 pero en medio de una pandemia mundial y una crisis medioambiental no me parecía buena idea 🤷🏽‍♀️
5w","paularecouso
¿Quién me ha robado el mes de abril? ¿Cómo pudo sucederme a mí? 🎶
7w",,,1.0,,,,,,,,
seni812,,3862.0,2748.0,2513.0,1.0,sᵀʸᴸᴵsᵀ - ᴾᴬ - ᴬᴸᴸᖇᴼᵁᴺᴰᴱᖇcrew - #nachtdigital #nachti4eva @nachtdigital,"seni812
Klara 💫

#portraitphotography #actress #klaradeutschmann 📷 #mathiasbothor #styledbyme
3d","seni812
Light & Shade
#styling #adshoot
1w","seni812
checking the #NABU Nature experience center #blumbergermühle
👌🌿inside with mask & outside free like a bird without a mask #nabubbm #uckermark 🌸
2w",,,1.0,,,,,,,,
jess.kernan,1.0,775.0,1068.0,46.0,1.0,ye no thanks,"jess.kernan
me n froggy
5d","jess.kernan
me n the dead man known as michael lucey
5d","jess.kernan
change
1w",,,1.0,,,,,,,,
basedonnature,1.0,1375.0,1366.0,198.0,1.0,Dutch blog about organic skincare and a eco-friendly lifestyle🌱 http://www.basedonnature.nl/last-swab-beauty-herbruikbaar-wattenstaafje-review/,"basedonnature
Let’s keep our oceans clean 🌾 Wil jij ook een bijdrage leveren aan een betere en schone wereld ? Kies dan voor herbruikbare verzorgingsproducten ipv single use producten. Dit herbruikbare wattenstaafje (speciaal voor het aanbrengen van make-up ) van @lastswab is echt een aanrader. Op mijn blog vertel ik je er alles over kom je lezen 😚?#basedonnature#basedonnatureblog#cleanoceanmovement#plasticfree#plasticsoup#lastswab#lastobject#lastswabbeauty#duurzaam#herbruikbaar#sustainableliving#consciousliving#nontoxic#keepouroceansclean#noplanetb#healthandbeauty#linkinbio
7h","basedonnature
Wattenstaafjes horen niet in de oceaan thuis. Toch is het een van de meest gevonden plastic wegwerpproducten die in de zee en op ons mooie stranden terecht komen 🐠🌾. Gelukkig is er een alternatief, namelijk @lastswab 🙌🏻 Een herbruikbaar wattenstaafje ( verkrijgbaar in twee varianten ) die levenslang mee gaat! Wil jij meer weten over dit product , laat dan een groen hartje achter in de comments ! Volgende week komt het artikel online stay tuned .. #basedonnature#basedonnatureblog#lastswab#saveourplanet#savetheocean#plasticsoup#reusable#sustainableliving#duurzaamheid#duurzaam#consciousliving#healthandbeautyblog#stopthepollution#keepouroceansclean
1w","basedonnature
Today it is world oceans day 🌊 In honor of that I share a few pictures with you, I have so much memories at the ocean , back in the days when our family went to Terschelling ( still going every year if possible) looking for shea 🐚 and enjoying the smell of the ocean, but also the amazing trip my best friend and I made back in 2017 to New Zealand and we saw all that blue 🇳🇿 We as a human have the privilege to enjoy this magnificent pools of blue. So in my eyes it is also our duty to take care of them 🌿. Not only for ourselves but also for our kids! There is so much you can do to take care of our oceans and it starts in your own bathroom with small steps ! 1. Please ditch all the disposables like cotton make-up pads & cotton swabs ( use reusable products instead, next week you can read everything about @lastswab on my blog ) 2. Do you know what kind of ingredients are used for your beautyproducts? A lot of them contain microbeads, they will end up in our oceans and eventually on our plate 🍝 Wanna know more about this subject please head over to my blog 3. Search for zero waste alternatives , like shampoo bars without plastic packaging ( the products from @ethiqueworld are 🥰 on my blog you can find out more about this subject ) 4. And this is not only for your bathroom please clean up your mess. What are you doing to keep our oceans clean? Please share it with me in a comment because sharing is caring 💚🌍
1w",,,1.0,,,,,,,,
livianorah,1.0,237.0,937.0,40.0,,🌿<< how you love yourself ishow you teach othersto love you. >> - rupi kaur,,,,,,1.0,,,,,,,,
rick.vm,1.0,271.0,494.0,42.0,1.0,❤️ 10/12/18❤️| -010 gang-          | KMC 3s2📝🏫   |scouting ⛵ pg  |,"rick.vm
😎❤️
52w","rick.vm
⛵
55w","rick.vm
Paroba😍
61w",,,1.0,,,,,,,,
lucaslaufen,1.0,2083.0,548.0,345.0,1.0,Classically influenced Australian folk. @going_viral_berlin livestream:,"lucaslaufen
@going_viral_berlin is happening tomorrow evening at 21:00. Songs from the studios in Weißensee as well as some words from my favourite sisters @sissos_music . Sign up via the link in my bio. 📸 = @xingerxanger #livestream #berlin #indiefolk #classicalfolk #iknowwheresilencelives #35mm #summer #australianmusic
1w","lucaslaufen
#blackouttuesday
2w","lucaslaufen
""Heaven On The Hill"" - piano instrumental.

Isolation has slowly dipped me back into the piano world. I wrote this awhile ago and with the extended instrumentation coming along, here's a live version from my living room.
3w",,,1.0,,,,,,,,
harogifts,,50.0,112.0,19.0,1.0,"Gespecialiseerd in het personaliseren van🎁 promotionele trendy gifts,♻️ duurzame ECO relatiegeschenken.💡Laat je inspireren met tips en ideeën!👀 ⬇️","harogifts
Op reis of zomerkamp? ⛺⛵💃
Kies voor een mondhygiëne op ecologische wijze. 🌱
Bamboe 🐼 tandenborstel gepresenteerd in een individuele, eco-design box.

#opreis #opreismetkids #zomer2020
#opkamp #kampvoorbereiding
#zomerkamp #zomervakantie #zomerkamp2020
#danskamp #dansstage #vakantiekamp
#scoutskamp #kazouvakanties
@ijd_vzw @fosopenscouting
@de_chiro @klj_vzw @ksanationaal #ksainbeeld @scoutsgidsenvl #scoutmoedig
#bamboe #duurzaam #duurzaamopreis #duurzaamgeschenk #bedrukken #duurzaamrelatiegeschenk #bedankjes #milieubewust #kleurrijk #tandenborstel #tandhygiëne
10h","harogifts
📣Binnenkort NIEUW in ons gamma!
Onbewust pikken we ook bacteriën op die op onze persoonlijke spullen overgebracht worden.
Plaats voorwerpen zoals uw sleutels, smartphone, kaarten, gezichtsmasker, oordopjes of sieraden in deze sterilisator om ze veilig te ontsmetten met behulp van UV-C-technologie.
100% veilig voor uw spullen!
✨
Groot drukoppervlak om eventueel te personaliseren met uw logo.

#nieuwproduct #inspireren
#beschermen #bescherming #relatiegeschenken #bedrukken #relatiegeschenkentips
#logobedrukken #marketing #ondernemen #winkelhieren #ikkooplokaal
#uvc #steriliser #desinfecteren #virusvrij #bacteriën #covid19 #veiligheidvoorop #veiligheid
#samentegencorona
#zonnebril #oordopjes
#sleutelhanger #mondmaskers
#zomergeschenk #zomer2020 #veiligopvakantie #reistips
14h","harogifts
Yess! We mogen weer reizen naar onze buurlanden. Ga je ook de grens over deze zomer ?
Neem onze HD-sportcamera mee op reis en verleg je grenzen.
Met de waterdichte behuizing, de helmmontage en fietssteun film je uw eigen avontuur deze zomer.

#overdegrens #zomervakantie #sportvakantie #reizen #activiteiten #duurzaamreizen #avontuur #fotograferenopreis #fietsvakantie #fietstocht #opdefiets #indelucht #onderwater #ikwilmeerreizen #dagjeuit #reizenmetkinderen #reisbureau #parapente #sporten #zomer2020
3d",,,1.0,,1.0,,,,,,
jorgedallos,1.0,750.0,2442.0,234.0,1.0,Creative Art Director.🏴‍☠️Amsterdam.,,https://www.instagram.com/p/B81fZpgpkt6/,https://www.instagram.com/p/B7bWQ-8ptWN/,,,1.0,,1.0,,1.0,,,,https://www.instagram.com/p/B6taQ-Op2fm/
nickspapens,1.0,390.0,792.0,425.0,1.0,👕@slayallday.official💧 @dripdrip_nl,"nickspapens
#blackoutdaytuesday
2w","nickspapens
Beholding beautiful baby Buddha at Buddha’s birthplace + some pictures of me posing with a banana. 🍌🇳🇵
#nepal #buddha #banana
10w","nickspapens
Now is the time to upgrade your home office while you stay at home during these hectic times. 😬 We proudly present our fresh new prints: The Hip hop Encyclopedia poster featuring all the hip hop legends both old and new, and the Biggie poster. 💯 Available online now!
#biggiesmalls #hiphop #notoriousbig #hiphopencyclopedia #hiphopillustration #slayallday
13w",,,1.0,,1.0,,,,,,
lili_eila,1.0,9815.0,710.0,957.0,1.0,Green lifestyle 🌱 Sports 🏃🏽‍♀️and Traveling 🌎✉️ lili.bachmann@gmx.de@salon_hamburg 💞,"lili_eila
One of my favorite pictures from my latest shooting ✨ of our „Love is not cancelled collection“
Comment LOVE in your language ♥️ 📸 @alinaatzler
HuM @brautzauber
Outfit @salon_hamburg
1h","lili_eila
That summer feeling ☀️
I had a meeting in the morning and after I finally had a beautiful day of work and spent it soaking up some vitamin D.
Now describe your day using emojis only.
2d","lili_eila
Me walking out of my house when social distancing is all over.
Exciting news to share 🤩
Tomorrow I will be releasing my third blogpost and I am super interested to hear your opinion. I never thought I would say that but I really start to enjoy writing 😍.... can you already guess the subject ? 📸 @alinaatzler
HuM @brautzauber
Outfit @salon_hamburg
3d",,,1.0,,,,,,,,
robbertrussel,1.0,521.0,432.0,215.0,1.0,"👨🏻‍💼 Business Controller @dopper_official 🏄🏽‍♂️ Ocean Lover🇳🇱 Dutch world citizen🐚 Beaches should be full of shells, not plastic","robbertrussel
Happy World Ocean Day! 🌊
⠀⠀⠀⠀⠀⠀⠀⠀⠀
It feels like yesterday I was cleaning the beaches of Central America. Since a couple of months I am working for an organization that is taking on the fight against plastic pollution. It is so easy ban single-use plastic bottles from your life: bring your own reusable water bottle and drink from the tap whenever you can. 🐳
⠀⠀⠀⠀⠀⠀⠀⠀⠀
#worldoceansday #savetheoceans #dopperwave #dopperbottle
1w","robbertrussel
Such incredible conditions today! 🤩 25knots onshore, kickers all over, flying like a 🚀 on my 11 neo and out in the back massive waves & snapping the lips! 😄
⠀⠀⠀⠀⠀⠀⠀⠀⠀
#kitesurfing #noordwijk #homespot #noordzee #northsea
1w","robbertrussel
#blackouttuesday
2w",,,1.0,,,,,,,,
jakedoneydesign,1.0,2899.0,4964.0,406.0,1.0,Freelance Product designer. A blog of design inspiration and some of my own work. Feel free to contact me.,"jakedoneydesign
Early morning coffee kinda day.
#coffee #grind #work #design #productdesign #ceramic #mug #morning #instagood #earlymorning
5w","jakedoneydesign
@magnuswalker creating face masks as original as his cars.
#magnuswalker #porsche #urbanoutlaw #design #productdesign #industrialdesign #love #picoftheday #outlaw #mask #facemask #illustration #uk
5w","jakedoneydesign
The modern British gent.

#coronavirus #covid19 #design #productdesign #illustration #picoftheday #sketch #gent #british #doodle #newage #facemask
6w",,,1.0,,,,,,,,
marthe_brynl,1.0,479.0,735.0,0.0,,am🌱,,,,,,1.0,,1.0,,,,,,
tom.koppen,1.0,52.0,344.0,96.0,,,,,,,,1.0,,,,,,,,
annie_anastasia,1.0,103.0,769.0,1.0,,💔#20jaar #ROC kinderopvang,,,,,,1.0,,,,,,,,
stanmargott,1.0,406.0,607.0,9.0,1.0,スタンKnapen-1A03-🔶KSA🔷     @ksaizegem@dekinderboerderij 💙,"stanmargott
Schip Ahoy piraatjes
16w","stanmargott
Sorry mama <3
19w","stanmargott
We're flying high
24w",,,1.0,,1.0,,1.0,,,,
lesleyheylens,1.0,20.0,147.0,796.0,,,,,,,,1.0,,1.0,,,,,,
swaycups,1.0,121.0,70.0,13.0,1.0,Stylish. Reusable. 100% Recyclable. Help us Sway from single-use to reuse while supporting environmental nonprofits.20% OFF NOW: SWAY20,"swaycups
2 is company, 3 is a party 😉20% OFF this week, use code: SWAY20
#cleandrinking #plasticfreeliving #breakfreefromplastic #reusablecup #beswayed #swaycups #sustainableliving #endextinctionnow #ichoosetoreuse #zerowaste #nomoreplastic #california #reusable #sustainable #coffeeholic #coffeelover #noplanetb #penguins #travelcup #coffeecup #microplastic #coffee #recycle #losangeles #plasticfree #plantbased #sustainableliving #emperorpenguin #venicecanals #venice
4h","swaycups
These dogs start their training at 18 months old. At Kruger National Park, these dogs have helped catch 145 poachers and confiscate 53 guns. Animals saving other animals ❤️ #cleandrinking #plasticfreeliving #breakfreefromplastic #reusablecup #beswayed #swaycups #sustainableliving #endextinctionnow #ichoosetoreuse #zerowaste #nomoreplastic #california #reusable #sustainable #coffeeholic #coffeelover #noplanetb #dogs #travelcup #coffeecup #microplastic #coffee #recycle #losangeles #plasticfree #plantbased #sustainableliving #emperorpenguin #southafrica #rhinos #krugernationalpark
1d","swaycups
I see... a Sway Cup in your future 😉🌎 Check out: www.swaycups.com
#cleandrinking #plasticfreeliving #breakfreefromplastic #reusablecup #beswayed #swaycups #sustainableliving #endextinctionnow #ichoosetoreuse #zerowaste #nomoreplastic #california #reusable #sustainable #coffeeholic #coffeelover #noplanetb #penguins #travelcup #coffeecup #microplastic #coffee #recycle #losangeles #plasticfree #plantbased #sustainableliving #emperorpenguin #venicecanals #venice
2d",,,1.0,,,,,,,,
de_duurzame_woonbeurs,1.0,1481.0,432.0,107.0,1.0,De 1ste Duurzame Woonbeurs was geweldig!  De 2e editie is 26-28 maart 2021. En wij hebben nog meer leuke plannen! Volg ons voor de laatste updates!,"de_duurzame_woonbeurs
Deze zondag zetten we alle vaders weer eens extra in het zonnetje!⁠
⁠
Zoek jij nog een leuk kado voor jouw lieve paps? Kies dan voor duurzaam. Wij hebben wat leuke tips voor je op een rij gezet:⁠
⁠
🌱Is jouw vader nog een hardnekkige vleeseter of een echte festivalganger die deze zomer helaas wat leuke feestjes moet missen? Koop dan de @karmashoarma festivalbox voor thuis. Vorig jaar op de beurs hebben wij de 100% plantaardige shoarma voor het eerst geproefd. Hij is verrukkelijk! ⁠
🌱Wat dacht je van dit mooie setje met natuurlijke scheerzeep en kwast van @werfzeep . Te koop via @lichtenfijn_conceptstore . ⁠
🌱Niets is leuker dan een ervaring kado doen. Kijk eens op de website van @buurmanutrecht of @buurmanrotterdam voor leukste workshops en cursussen zoals b.v. meubelmaken voor beginners⁠.⁠
🌱Voor de echte Bourgondiër kun je eens kijken bij @stadshout . In hun nieuwe winkel in de pijp in Amsterdam verkopen zij de mooiste borrelplanken gemaakt van het hout van lokale bomen.⁠
⁠
#vaderdag #vaderdagcadeau #duurzamevaderdag #duurzaamvaderdagcadeau #ddwb #deduurzamewoonbeurs #duurzaamwonen #duurzaam interieur #duurzaamleven #sustainablelifestyle #sustainableliving #duurzaamkado #duurzaamcadeau
1d","de_duurzame_woonbeurs
De Milaan design week gaat dit jaar helaas niet door. Maar niet getreurd! @IsolaDesignDistrict heeft besloten het event online voort te zetten. ⁠
⁠
Isola Goes Digital start morgen en duurt t/m 21 juni. Het platform is daarna nog een heel jaar te bezoeken. Dus alle tijd om een kijkje te nemen in de digitale designstad en mooie nieuwe duurzame ontwerpen te spotten!⁠
⁠
Zoals deze Felt Chair door Jeff Forrest voor @stacklab_design gemaakt van snij-en restafval. ⁠
⁠
📸: @stacklab_design⁠
⁠
#milandesignweek #isoladesigndistrict #isolagoesdigital #duurzaamdesign #sustainabledesign #buyconscious #upcycle #thesubstitute #submethode #ddwb #deduurzamewoonbeurs #design #designinpsiratie #reuse #sustinableinterior #duurzaaminterieur
3d","de_duurzame_woonbeurs
""They work like adults, hurrying down the pathway with huge loads on their backs. The strain shows on their faces until they plop down on the side of the path to catch their breath. They laugh and tease. They are children again."" -@lisakristinephotograpy⁠
⁠
Vandaag is het de Internationale dag tegen kinderarbeid. Wereldwijd werken er nog steeds 215 miljoen kinderen onder slechte omstandigheden en door corona is het aantal weer aan het stijgen.⁠
⁠
Ook in de interieurbranche is er helaas nog steeds sprake van kinderarbeid zoals bijvoorbeeld in tapijtindustrie en de natuursteensector. Let hier dus op bij je aankopen en vraag goed door waar je nieuwe tapijt of aanrechtblad vandaan komt en door wie het is gemaakt. #stopkinderarbeid⁠
⁠
📸 @lisakristinephotography (door aankoop van een foto draag je direct bij aan het bestrijden van dit probleem)⁠
⁠
#internationaledagtegenkinderarbeid #kinderarbeidvrij #worlddayagainstchildlabour #stopchildlabour #duurzaamdesign #natuursteen #keukeninspiratie #duurzamekeuken #duurzaamwonen #duurzaamleven #duurzaaminterieur #ddwb #deduurzamewoonbeurs #buyconscious #thesubstitute #submethode ⁠
⁠
6d",,,1.0,,,,,,,,
marthinos,1.0,1088.0,835.0,600.0,1.0,📍 Studente Leuven🏕️ @kazouvakanties 🎤 @scalachoirEen FEEST is nooit een FEESTals jij niet bent geweest ♡ ✨GLITTER OVERAL✨,"marthinos
Machtig veel zin in vakantie 🥰 iets minder zin in examens 🙄
#fokdeblok
1w","marthinos
JA-JA-JARIG in m'n bubbel! 🎂

#huaweinextimage
#capturedonhuawei
3w","marthinos
Stijlqueens ha ha ha 💁🏻‍♀️
4w",,,1.0,,,,,,,,
vitorhugosampaio,1.0,1799.0,1699.0,610.0,,Eng Ambiental @ifceoficial/@instaupv Pós Grad Reab Urbana Sustentável @unb_oficial Mestrando Arq&Urb + Design @ufcinforma Founder @referencialverde,,,,,,1.0,,,,,,,,
_anouk.vdv,1.0,169.0,363.0,207.0,,,,,,,,1.0,,,,,,,,
ermellino.lifestyle,,504.0,678.0,48.0,1.0,"SUSTAINABLE INTERIOR DESIGN_                                                entdecke einzigartige produkte, mit dem gewissen extra für dein zu hause.","ermellino.lifestyle
Couchtisch BALI #cozyhome
Für eine gemütliche Zeit zu Hause.
#livingroom #wohnzimmer #couchtisch #holz #vollholz #zuhause #gemütlich #abend #einrichten #interior #design #housedoctor #sol #home #abend #follow #supportyourlocal #möbel #couchtisch #furniture
6w","ermellino.lifestyle
Es ist wieder Zeit, den Balkon in eine grüne Oase zu verwandeln.

Blumentopf Set VIG GREY [GROSS] + Blumentopf Set VIG HENNA [KLEIN] #imfreien

#imfreien #onlineshop #design #noplastic #metalplanters #blumentopf #pflanzen #kräuter #Garten #Balkonien #Terrasse #bohostyle #vig #solbyme #graz #supportourgraz #unsergraz
6w","ermellino.lifestyle
zeit für frisches grün zu hause? wir haben die richtigen töpfe für drinnen und draußen.
#yielddesignco #yield #natural #noplastic #zerowaste #green #living #grün #Pflanzen #einrichten #special #follow #blumentopf #grey #selfwatering #töpfe #Zimmerpflanze #Sonntag #sundayvibes #shopping #supportyourlocal
8w",,,1.0,,,,,,,,
annetaig_,1.0,557.0,2090.0,242.0,,🐈 Dipsy 16-10-97 /20-6-13 ❤️ 🐶 Scooby 3-6-02 / 31-4-17 ❤️ 🐈Blackie    30-5-18 ❤️,,,,,,1.0,,,,,,,,
soof_vos,1.0,125.0,364.0,44.0,,✊🏿✊🏾✊🏽✊🏼✊🏻ฅ^•ﻌ•^ฅ✌︎✌︎✌︎✌︎✌︎♲︎︎︎♲︎︎︎♲︎︎︎✈︎✈︎✈︎✈︎ʕ •́؈•̀ ₎,,,,,,1.0,,1.0,,,,,,
alexandralva,1.0,1417.0,906.0,346.0,1.0,"ॐgood vibes only wien, grafik design, fotografieanaloge fotosammlung: @analogliebe","alexandralva
Irgendwo zwischen Kolumbien und Österreich. Zwischen Winter und Sommer. Irgendwo zwischen Vergangenheit und Zukunft. Zwischen Himmel und Erde. Irgendwo zwischen Economy und Business. Irgendwo zwischen Abendessen und Früshtück. Irgendwo zwischen Flugangst und Covid. Zwischen normal und Wahnsinn.
Irgendwo über dem Atlantik. Irgendwo mittendrin halt.
2d","alexandralva
rosé evenings
1w","alexandralva
ich schwör
3w",,,1.0,,,,,,,,
jasmijncv,1.0,191.0,362.0,924.0,,,,,,,,1.0,,,,,,,,
lennilin,1.0,344.0,611.0,258.0,,About traveling and living in the Netherlands. About life and what comes with it. About weekends.,,,,,,1.0,,,,,,,,
_whiskeyfairy_,1.0,119.0,1294.0,209.0,,The best things in life are free. The second best things are very  expensive🌹,,,,,,1.0,,,,,,,,
guillaumedeplancke,1.0,193.0,765.0,8.0,1.0,,"guillaumedeplancke
Proud to be part of this amazing event. It were 6 intense days for building up @waregemkoerse but it's amazing to see everything evolve, every day again. #event #events #summer #waregem #koerse #waregemkoerse #bluedolphinlogistics #bdl #vip #work #studentjob
42w","guillaumedeplancke
Coding is getting so interesting if you push your limits... #lovecoding #coding #PhP #development #notsponsored
123w","guillaumedeplancke
Let it snow let it snow... #snow #train #evening #christmas #vertraging
131w",,,1.0,,,,,,,,
emmasiobhan,1.0,337.0,299.0,39.0,1.0,Bjusterbaarlik,,"emmasiobhan
☀️
15w","emmasiobhan
Vorig jaar in het vliegtuig naar Bali ✈️, nu in de trein naar Lochem 🚂☀️
19w",,,1.0,,1.0,,,,,,
lotte_caulier,1.0,462.0,664.0,5.0,1.0,• Athletics •523,"lotte_caulier
♡💛♡
30w","lotte_caulier
☀️
55w","lotte_caulier
⚡️
55w",,,1.0,,1.0,,1.0,,,,
dennisvanderlaan,1.0,1458.0,1216.0,1351.0,1.0,,"dennisvanderlaan
Nieuw hoofdstuk aan ons
@dopper_official avontuur. Trots om een bijdrage te mogen leveren met @vanderlaanbv aan hun nieuwe HQ: Oceans. Data, WiFi, camera’s.. alles.
9h","dennisvanderlaan
#blackouttuesday
2w","dennisvanderlaan
Vanaf zijn geboorte al opgegroeid met heel veel spanning en weerstand, maar vandaag officieel 15 jaar TeamVDL. Van harte @colstra 🎈. Het is een feestje om elke dag samen met jou te mogen ondernemen. En we beginnen pas...
2w",,,1.0,,,,,,,,
